epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,3.3750107698321457,1.9929502012252807,33.330001052856446,86.14000272216796,1e-05
1,2.8366017135488195,1.7807719749450683,38.830001263427753,88.42000245361328,0.00010899999999999999
2,2.73502358795319852,1.6924592851303524,41.235252623434564,88.59234589872395,0.000208
